timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp
4556991,-0.02,0.02,1.37,-6.47,5.55,-9.28,870.56,32.79
4557029,-0.03,0.02,1.38,-6.41,5.86,-8.97,870.56,32.8
4557068,-0.04,0.02,1.39,-5.8,5.68,-8.91,870.62,32.8
4557106,-0.04,0.02,1.37,-5.68,5.43,-8.73,870.6,32.8
4557144,-0.04,0.03,1.36,-5.37,4.76,-8.54,870.58,32.8
4557194,-0.03,0.02,1.35,-4.82,5.07,-8.36,870.58,32.8
4557232,-0.01,0.01,1.31,-4.58,4.94,-8.42,870.58,32.81
4557270,-0.04,0.02,1.29,-4.33,4.21,-8.3,870.64,32.81
4557308,-0.03,0.01,1.23,-4.39,4.21,-8.24,870.58,32.81
4557346,-0.03,0.01,1.25,-4.15,4.21,-8.3,870.62,32.81
4557384,-0.02,-0.0,1.24,-4.15,3.85,-8.18,870.68,32.82
4557422,-0.04,-0.01,1.25,-4.27,3.23,-8.0,870.65,32.81
4557461,-0.03,0.0,1.24,-4.46,3.48,-8.18,870.68,32.82
4557499,-0.03,0.01,1.23,-4.39,3.42,-8.06,870.67,32.81
4557537,-0.02,-0.0,1.24,-4.33,3.17,-7.93,870.67,32.82
4557587,-0.04,-0.01,1.25,-4.88,3.11,-7.75,870.64,32.8
4557625,-0.03,0.0,1.25,-4.64,3.42,-7.81,870.68,32.8
4557663,-0.02,0.01,1.27,-4.88,3.48,-7.81,870.65,32.8
4557701,-0.01,0.0,1.25,-4.82,4.09,-7.81,870.66,32.81
4557739,-0.03,0.01,1.28,-4.82,3.36,-7.93,870.59,32.81
4557777,-0.02,-0.0,1.28,-4.94,4.03,-7.75,870.66,32.81
4557815,-0.01,-0.0,1.27,-5.0,3.05,-7.69,870.64,32.81
4557854,-0.02,0.01,1.3,-5.13,2.87,-7.87,870.63,32.8
4557892,-0.01,-0.01,1.26,-5.07,2.56,-7.63,870.72,32.81
4557941,-0.02,-0.0,1.27,-5.19,1.89,-7.63,870.68,32.8
4557980,-0.02,-0.0,1.25,-5.31,1.1,-7.63,870.72,32.81
